song_title,lyrics,tokenized_lyrics,new_tokenized_lyrics,polarity,subjectivity,sentiment,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Royals,"I've never seen a diamond in the flesh I cut my teeth on wedding rings in the movies And I'm not proud of my address In a torn-up town, no postcode envy But every song's like Gold teeth, Grey Goose, trippin' in the bathroom Bloodstains, ball gowns, trashin' the hotel room We don't care, we're driving Cadillacs in our dreams But everybody's like Cristal, Maybach, diamonds on your timepiece Jet planes, islands, tigers on a gold leash We don't care, we aren't caught up in your love affair And we'll never be royals It don't run in our blood That kind of luxe just ain't for us We crave a different kind of buzz Let me be your ruler You can call me queen bee And baby, I'll rule Let me live that fantasy My friends and I, we've cracked the code We count our dollars on the train to the party And everyone who knows us knows That we're fine with this, we didn't come from money But every song's like Gold teeth, Grey Goose, trippin' in the bathroom Bloodstains, ball gowns, trashin' the hotel room We don't care, we're driving Cadillacs in our dreams But everybody's like Cristal, Maybach, diamonds on your timepiece Jet planes, islands, tiger's on a gold leash We don't care, we aren't caught up in your love affair And we'll never be royals It don't run in our blood That kind of luxe just ain't for us We crave a different kind of buzz Let me be your ruler You can call me queen bee And baby, I'll rule Let me live that fantasy We're bigger than we ever dreamed And I'm in love with being queen Life is great without a care We aren't caught up in your love affair And we'll never be royals It don't run in our blood That kind of luxe just ain't for us We crave a different kind of buzz Let me be your ruler You can call me queen bee And baby, I'll rule Let me live that fantasy","['never', 'seen', 'diamond', 'flesh', 'cut', 'teeth', 'wedding', 'rings', 'movies', 'proud', 'address', 'torn', 'town', 'postcode', 'envy', 'every', 'song', 'like', 'gold', 'teeth', 'grey', 'goose', 'trippin', 'bathroom', 'bloodstains', 'ball', 'gowns', 'trashin', 'hotel', 'room', 'care', 'driving', 'cadillacs', 'dreams', 'everybody', 'like', 'cristal', 'maybach', 'diamonds', 'timepiece', 'jet', 'planes', 'islands', 'tigers', 'gold', 'leash', 'care', 'caught', 'love', 'affair', 'never', 'royals', 'run', 'blood', 'kind', 'luxe', 'us', 'crave', 'different', 'kind', 'buzz', 'let', 'ruler', 'call', 'queen', 'bee', 'baby', 'rule', 'let', 'live', 'fantasy', 'friends', 'cracked', 'code', 'count', 'dollars', 'train', 'party', 'everyone', 'knows', 'us', 'knows', 'fine', 'come', 'money', 'every', 'song', 'like', 'gold', 'teeth', 'grey', 'goose', 'trippin', 'bathroom', 'bloodstains', 'ball', 'gowns', 'trashin', 'hotel', 'room', 'care', 'driving', 'cadillacs', 'dreams', 'everybody', 'like', 'cristal', 'maybach', 'diamonds', 'timepiece', 'jet', 'planes', 'islands', 'tiger', 'gold', 'leash', 'care', 'caught', 'love', 'affair', 'never', 'royals', 'run', 'blood', 'kind', 'luxe', 'us', 'crave', 'different', 'kind', 'buzz', 'let', 'ruler', 'call', 'queen', 'bee', 'baby', 'rule', 'let', 'live', 'fantasy', 'bigger', 'ever', 'dreamed', 'love', 'queen', 'life', 'great', 'without', 'care', 'caught', 'love', 'affair', 'never', 'royals', 'run', 'blood', 'kind', 'luxe', 'us', 'crave', 'different', 'kind', 'buzz', 'let', 'ruler', 'call', 'queen', 'bee', 'baby', 'rule', 'let', 'live', 'fantasy']",never seen diamond flesh cut teeth wedding rings movies proud address torn town postcode envy every song like gold teeth grey goose trippin bathroom bloodstains ball gowns trashin hotel room care driving cadillacs dreams everybody like cristal maybach diamonds timepiece jet planes islands tigers gold leash care caught love affair never royals run blood kind luxe us crave different kind buzz let ruler call queen bee baby rule let live fantasy friends cracked code count dollars train party everyone knows us knows fine come money every song like gold teeth grey goose trippin bathroom bloodstains ball gowns trashin hotel room care driving cadillacs dreams everybody like cristal maybach diamonds timepiece jet planes islands tiger gold leash care caught love affair never royals run blood kind luxe us crave different kind buzz let ruler call queen bee baby rule let live fantasy bigger ever dreamed love queen life great without care caught love affair never royals run blood kind luxe us crave different kind buzz let ruler call queen bee baby rule let live fantasy,0.36026170798898066,0.6386363636363636,positive,0.674,0.426,7,-9.504,0.122,0.12,0.0,0.132,0.337,84.876
Team,"Wait till you're announced We've not yet lost all our graces The hounds will stay in chains Look upon Your Greatness and she'll Send the call out, send the call out Send the call out, send the call out Send the call out, send the call out Send the call out, send the call out Send the call out, send the call out Send the call out, send the call out Send the call out, send the call out Send the call out, send the call out Call all the ladies out They're in their finery A hundred jewels on throats A hundred jewels between teeth Now bring my boys in Their skin in craters like the moon The moon we love like a brother While he glows through the room Dancin' around the lies we tell Dancin' around big eyes, as well Even the comatose They don't dance and tell We live in cities you'll never see on-screen Not very pretty, but we sure know how to run things Livin' in ruins of a palace within my dreams And you know, we're on each other's team I'm kind of over gettin' told to throw my hands up in the air So there So all the cups got broke Shards beneath our feet But it wasn't my fault And everyone's competing For a love they won't receive 'Cause what this palace wants is release We live in cities you'll never see on-screen Not very pretty, but we sure know how to run things Livin' in ruins of a palace within my dreams And you know, we're on each other's team I'm kind of over gettin' told to throw my hands up in the air So there I'm kind of older than I was when I reveled without a care So there We live in cities you'll never see on-screen Not very pretty, but we sure know how to run things Livin' in ruins of a palace within my dreams And you know, we're on each other's team We're on each other's team And you know, we're on each other's team We're on each other's team And you know, and you know, and you know","['wait', 'till', 'announced', 'yet', 'lost', 'graces', 'hounds', 'stay', 'chains', 'look', 'upon', 'greatness', 'send', 'call', 'send', 'call', 'send', 'call', 'send', 'call', 'send', 'call', 'send', 'call', 'send', 'call', 'send', 'call', 'send', 'call', 'send', 'call', 'send', 'call', 'send', 'call', 'send', 'call', 'send', 'call', 'send', 'call', 'send', 'call', 'call', 'ladies', 'finery', 'hundred', 'jewels', 'throats', 'hundred', 'jewels', 'teeth', 'bring', 'boys', 'skin', 'craters', 'like', 'moon', 'moon', 'love', 'like', 'brother', 'glows', 'room', 'dancin', 'around', 'lies', 'tell', 'dancin', 'around', 'big', 'eyes', 'well', 'even', 'comatose', 'dance', 'tell', 'live', 'cities', 'never', 'see', 'screen', 'pretty', 'sure', 'know', 'run', 'things', 'livin', 'ruins', 'palace', 'within', 'dreams', 'know', 'team', 'kind', 'gettin', 'told', 'throw', 'hands', 'air', 'cups', 'got', 'broke', 'shards', 'beneath', 'feet', 'fault', 'everyone', 'competing', 'love', 'receive', 'cause', 'palace', 'wants', 'release', 'live', 'cities', 'never', 'see', 'screen', 'pretty', 'sure', 'know', 'run', 'things', 'livin', 'ruins', 'palace', 'within', 'dreams', 'know', 'team', 'kind', 'gettin', 'told', 'throw', 'hands', 'air', 'kind', 'older', 'reveled', 'without', 'care', 'live', 'cities', 'never', 'see', 'screen', 'pretty', 'sure', 'know', 'run', 'things', 'livin', 'ruins', 'palace', 'within', 'dreams', 'know', 'team', 'team', 'know', 'team', 'team', 'know', 'know', 'know']",wait till announced yet lost graces hounds stay chains look upon greatness send call send call send call send call send call send call send call send call send call send call send call send call send call send call send call send call call ladies finery hundred jewels throats hundred jewels teeth bring boys skin craters like moon moon love like brother glows room dancin around lies tell dancin around big eyes well even comatose dance tell live cities never see screen pretty sure know run things livin ruins palace within dreams know team kind gettin told throw hands air cups got broke shards beneath feet fault everyone competing love receive cause palace wants release live cities never see screen pretty sure know run things livin ruins palace within dreams know team kind gettin told throw hands air kind older reveled without care live cities never see screen pretty sure know run things livin ruins palace within dreams know team team know team team know know know,0.2687878787878788,0.61,positive,0.691,0.578,6,-7.436,0.106,0.167,0.0,0.305,0.412,99.984
Liability,"Go for it One, two Baby really hurt me, crying in the taxi He don't wanna know me Says he made the big mistake of dancing in my storm Says it was poison So I guess I'll go home Into the arms of the girl that I love The only love I haven't screwed up She's so hard to please, but she's a forest fire I do my best to meet her demands, play at romance We slow dance in the living room But all that a stranger would see Is one girl swaying alone, stroking a cheek They say, ""You're a little much for me You're a liability You're a little much for me"" So they pull back, make other plans I understand, I'm a liability Get you wild, make you leave I'm a little much for e-a-na-na-na, everyone The truth is I am a toy that people enjoy Till all of the tricks don't work anymore And then they are bored of me I know that it's exciting, running through the night But every perfect summer's eating me alive until you're gone Better on my own They say, ""You're a little much for me You're a liability You're a little much for me"" So they pull back, make other plans I understand, I'm a liability Get you wild, make you leave I'm a little much for e-a-na-na-na, everyone They're gonna watch me disappear into the sun You're all gonna watch me disappear into the sun","['go', 'one', 'two', 'baby', 'really', 'hurt', 'crying', 'taxi', 'wanna', 'know', 'says', 'made', 'big', 'mistake', 'dancing', 'storm', 'says', 'poison', 'guess', 'go', 'home', 'arms', 'girl', 'love', 'love', 'screwed', 'hard', 'please', 'forest', 'fire', 'best', 'meet', 'demands', 'play', 'romance', 'slow', 'dance', 'living', 'room', 'stranger', 'would', 'see', 'one', 'girl', 'swaying', 'alone', 'stroking', 'cheek', 'say', 'little', 'much', 'liability', 'little', 'much', 'pull', 'back', 'make', 'plans', 'understand', 'liability', 'get', 'wild', 'make', 'leave', 'little', 'much', 'e', 'na', 'na', 'na', 'everyone', 'truth', 'toy', 'people', 'enjoy', 'till', 'tricks', 'work', 'anymore', 'bored', 'know', 'exciting', 'running', 'night', 'every', 'perfect', 'summer', 'eating', 'alive', 'gone', 'better', 'say', 'little', 'much', 'liability', 'little', 'much', 'pull', 'back', 'make', 'plans', 'understand', 'liability', 'get', 'wild', 'make', 'leave', 'little', 'much', 'e', 'na', 'na', 'na', 'everyone', 'gonna', 'watch', 'disappear', 'sun', 'gonna', 'watch', 'disappear', 'sun']",go one two baby really hurt crying taxi wanna know says made big mistake dancing storm says poison guess go home arms girl love love screwed hard please forest fire best meet demands play romance slow dance living room stranger would see one girl swaying alone stroking cheek say little much liability little much pull back make plans understand liability get wild make leave little much e na na na everyone truth toy people enjoy till tricks work anymore bored know exciting running night every perfect summer eating alive gone better say little much liability little much pull back make plans understand liability get wild make leave little much e na na na everyone gonna watch disappear sun gonna watch disappear sun,0.11611111111111114,0.4180555555555555,positive,0.587,0.229,10,-11.254,0.128,0.92,0.0,0.1,0.379,75.67
Green Light,"I do my makeup in somebody else's car We order different drinks at the same bars I know about what you did and I wanna scream the truth She thinks you love the beach, you're such a damn liar Well, those great whites, they have big teeth Hope they bite you Thought you said that you would always be in love But you're not in love no more Did it frighten you How we kissed when we danced on the light up floor? On the light up floor But I hear sounds in my mind Brand new sounds in my mind But honey, I'll be seein' you 'ever I go But honey, I'll be seein' you down every road I'm waiting for it, that green light, I want it 'Cause honey, I'll come get my things, but I can't let go I'm waiting for it, that green light, I want it Oh, I wish I could get my things and just let go I'm waiting for it, that green light , I want it Sometimes I wake up in a different bedroom I whisper things, the city sings 'em back to you Well, those rumours, they have big teeth Hope they bite you Thought you said that you would always be in love But you're not in love no more Did it frighten you How we kissed when we danced on the light up floor? On the light up floor But I hear sounds in my mind Brand new sounds in my mind But honey, I'll be seein' you 'ever I go But honey, I'll be seein' you down every road I'm waiting for it, that green light, I want it 'Cause honey, I'll come get my things, but I can't let go I'm waiting for it, that green light, I want it Oh, honey, I'll come get my things, but I can't let go I'm waiting for it, that green light, I want it Yes, honey, I'll come get my things, but I can't let go I'm waiting for it, that green light, I want it Oh, I wish I could get my things and just let go I'm waiting for it, that green light, I want it I'm waiting for it, that green light, I want it I'm waiting for it, that green light, I want it I'm waiting for it, that green light, I want it I'm waiting for it, that green light, I want it I'm waiting for it, that green light, I want it I'm waiting for it, that green light, I want it","['makeup', 'somebody', 'else', 'car', 'order', 'different', 'drinks', 'bars', 'know', 'wanna', 'scream', 'truth', 'thinks', 'love', 'beach', 'damn', 'liar', 'well', 'great', 'whites', 'big', 'teeth', 'hope', 'bite', 'thought', 'said', 'would', 'always', 'love', 'love', 'frighten', 'kissed', 'danced', 'light', 'floor', 'light', 'floor', 'hear', 'sounds', 'mind', 'brand', 'new', 'sounds', 'mind', 'honey', 'seein', 'ever', 'go', 'honey', 'seein', 'every', 'road', 'waiting', 'green', 'light', 'want', 'cause', 'honey', 'come', 'get', 'things', 'let', 'go', 'waiting', 'green', 'light', 'want', 'oh', 'wish', 'could', 'get', 'things', 'let', 'go', 'waiting', 'green', 'light', 'want', 'sometimes', 'wake', 'different', 'bedroom', 'whisper', 'things', 'city', 'sings', 'em', 'back', 'well', 'rumours', 'big', 'teeth', 'hope', 'bite', 'thought', 'said', 'would', 'always', 'love', 'love', 'frighten', 'kissed', 'danced', 'light', 'floor', 'light', 'floor', 'hear', 'sounds', 'mind', 'brand', 'new', 'sounds', 'mind', 'honey', 'seein', 'ever', 'go', 'honey', 'seein', 'every', 'road', 'waiting', 'green', 'light', 'want', 'cause', 'honey', 'come', 'get', 'things', 'let', 'go', 'waiting', 'green', 'light', 'want', 'oh', 'honey', 'come', 'get', 'things', 'let', 'go', 'waiting', 'green', 'light', 'want', 'yes', 'honey', 'come', 'get', 'things', 'let', 'go', 'waiting', 'green', 'light', 'want', 'oh', 'wish', 'could', 'get', 'things', 'let', 'go', 'waiting', 'green', 'light', 'want', 'waiting', 'green', 'light', 'want', 'waiting', 'green', 'light', 'want', 'waiting', 'green', 'light', 'want', 'waiting', 'green', 'light', 'want', 'waiting', 'green', 'light', 'want', 'waiting', 'green', 'light', 'want']",makeup somebody else car order different drinks bars know wanna scream truth thinks love beach damn liar well great whites big teeth hope bite thought said would always love love frighten kissed danced light floor light floor hear sounds mind brand new sounds mind honey seein ever go honey seein every road waiting green light want cause honey come get things let go waiting green light want oh wish could get things let go waiting green light want sometimes wake different bedroom whisper things city sings em back well rumours big teeth hope bite thought said would always love love frighten kissed danced light floor light floor hear sounds mind brand new sounds mind honey seein ever go honey seein every road waiting green light want cause honey come get things let go waiting green light want oh honey come get things let go waiting green light want yes honey come get things let go waiting green light want oh wish could get things let go waiting green light want waiting green light want waiting green light want waiting green light want waiting green light want waiting green light want waiting green light want,0.1771717171717172,0.5079797979797979,positive,0.594,0.721,2,-7.812,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942
Ribs,"The drink you spilt all over me ""Lover's Spit"" left on repeat My mum and dad let me stay home It drives you crazy, getting old We can talk it so good We can make it so divine We can talk it good How you wish it would be all the time The drink you spilt all over me ""Lover's Spit"" left on repeat My mum and dad let me stay home It drives you crazy, getting old The drink you spilt all over me ""Lover's Spit"" left on repeat My mum and dad let me stay home It drives you crazy, getting old This dream isn't feeling sweet We're reeling through the midnight streets And I've never felt more alone It feels so scary, getting old We can talk it so good We can make it so divine We can talk it good How you wish it would be all the time This dream isn't feeling sweet We're reeling through the midnight streets And I've never felt more alone It feels so scary, getting old This dream isn't feeling sweet We're reeling through the midnight streets And I've never felt more alone It feels so scary, getting old I want 'em back, I want 'em back The minds we had, the minds we had How all the thoughts, how all the thoughts Moved 'round our heads, moved 'round our heads I want 'em back, I want 'em back The minds we had, the minds we had It's not enough to feel the lack I want 'em back, I want 'em back I want 'em You're the only friend I need Sharing beds like little kids And laughing till our ribs get tough But that will never be enough You're the only friend I need Sharing beds like little kids And laughing till our ribs get tough But that will never be enough But that will never be enough But that will never be enough But that will never be enough But that will never be enough","['drink', 'spilt', 'lover', 'spit', 'left', 'repeat', 'mum', 'dad', 'let', 'stay', 'home', 'drives', 'crazy', 'getting', 'old', 'talk', 'good', 'make', 'divine', 'talk', 'good', 'wish', 'would', 'time', 'drink', 'spilt', 'lover', 'spit', 'left', 'repeat', 'mum', 'dad', 'let', 'stay', 'home', 'drives', 'crazy', 'getting', 'old', 'drink', 'spilt', 'lover', 'spit', 'left', 'repeat', 'mum', 'dad', 'let', 'stay', 'home', 'drives', 'crazy', 'getting', 'old', 'dream', 'feeling', 'sweet', 'reeling', 'midnight', 'streets', 'never', 'felt', 'alone', 'feels', 'scary', 'getting', 'old', 'talk', 'good', 'make', 'divine', 'talk', 'good', 'wish', 'would', 'time', 'dream', 'feeling', 'sweet', 'reeling', 'midnight', 'streets', 'never', 'felt', 'alone', 'feels', 'scary', 'getting', 'old', 'dream', 'feeling', 'sweet', 'reeling', 'midnight', 'streets', 'never', 'felt', 'alone', 'feels', 'scary', 'getting', 'old', 'want', 'em', 'back', 'want', 'em', 'back', 'minds', 'minds', 'thoughts', 'thoughts', 'moved', 'round', 'heads', 'moved', 'round', 'heads', 'want', 'em', 'back', 'want', 'em', 'back', 'minds', 'minds', 'enough', 'feel', 'lack', 'want', 'em', 'back', 'want', 'em', 'back', 'want', 'em', 'friend', 'need', 'sharing', 'beds', 'like', 'little', 'kids', 'laughing', 'till', 'ribs', 'get', 'tough', 'never', 'enough', 'friend', 'need', 'sharing', 'beds', 'like', 'little', 'kids', 'laughing', 'till', 'ribs', 'get', 'tough', 'never', 'enough', 'never', 'enough', 'never', 'enough', 'never', 'enough', 'never', 'enough']",drink spilt lover spit left repeat mum dad let stay home drives crazy getting old talk good make divine talk good wish would time drink spilt lover spit left repeat mum dad let stay home drives crazy getting old drink spilt lover spit left repeat mum dad let stay home drives crazy getting old dream feeling sweet reeling midnight streets never felt alone feels scary getting old talk good make divine talk good wish would time dream feeling sweet reeling midnight streets never felt alone feels scary getting old dream feeling sweet reeling midnight streets never felt alone feels scary getting old want em back want em back minds minds thoughts thoughts moved round heads moved round heads want em back want em back minds minds enough feel lack want em back want em back want em friend need sharing beds like little kids laughing till ribs get tough never enough friend need sharing beds like little kids laughing till ribs get tough never enough never enough never enough never enough never enough,-0.009823848238482384,0.4443089430894309,negative,0.525,0.472,4,-9.277,0.0739,0.534,0.614,0.11,0.0424,127.945
The Louvre,"Well, summer slipped us underneath her tongue Our days and nights are perfumed with obsession Half of my wardrobe is on your bedroom floor Use our eyes, throw our hands overboard I am your sweetheart psychopathic crush Drink up your movements, still I can't get enough I overthink your p-punctuation use Not my fault, just a thing that my mind do A rush at the beginning I get caught up, just for a minute But lover, you're the one to blame All that you're doing Can you hear the violence? Megaphone to my chest Broadcast the boom, boom, boom, boom And make 'em all dance to it Broadcast the boom, boom, boom, boom And make 'em all dance to it Broadcast the boom, boom, boom, boom And make 'em all dance to it Broadcast the boom, boom, boom, boom And make 'em all dance to it Broadcast the boom, boom, boom, boom And make 'em all dance to it Our thing progresses, I call and you come through Blow all my friendships to sit in hell with you But we're the greatest, they'll hang us in the Louvre Down the back, but who cares? Still the Louvre Okay, I know that you are not my type I'm just the sucker who let you fill her mind Nothing wrong with it, supernatural Just move in close to me, closer, you'll feel it coasting A rush at the beginning I get caught up, just for a minute But lover, you're the one to blame All that you're doing Can you hear the violence? Megaphone to my chest Broadcast the boom, boom, boom, boom And make 'em all dance to it Broadcast the boom, boom, boom, boom And make 'em all dance to it Broadcast the boom, boom, boom, boom And make 'em all dance to it Broadcast the boom, boom, boom, boom And make 'em all dance to it Broadcast the boom, boom, boom, boom And make 'em all dance to it","['well', 'summer', 'slipped', 'us', 'underneath', 'tongue', 'days', 'nights', 'perfumed', 'obsession', 'half', 'wardrobe', 'bedroom', 'floor', 'use', 'eyes', 'throw', 'hands', 'overboard', 'sweetheart', 'psychopathic', 'crush', 'drink', 'movements', 'still', 'get', 'enough', 'overthink', 'p', 'punctuation', 'use', 'fault', 'thing', 'mind', 'rush', 'beginning', 'get', 'caught', 'minute', 'lover', 'one', 'blame', 'hear', 'violence', 'megaphone', 'chest', 'broadcast', 'boom', 'boom', 'boom', 'boom', 'make', 'em', 'dance', 'broadcast', 'boom', 'boom', 'boom', 'boom', 'make', 'em', 'dance', 'broadcast', 'boom', 'boom', 'boom', 'boom', 'make', 'em', 'dance', 'broadcast', 'boom', 'boom', 'boom', 'boom', 'make', 'em', 'dance', 'broadcast', 'boom', 'boom', 'boom', 'boom', 'make', 'em', 'dance', 'thing', 'progresses', 'call', 'come', 'blow', 'friendships', 'sit', 'hell', 'greatest', 'hang', 'us', 'louvre', 'back', 'cares', 'still', 'louvre', 'okay', 'know', 'type', 'sucker', 'let', 'fill', 'mind', 'nothing', 'wrong', 'supernatural', 'move', 'close', 'closer', 'feel', 'coasting', 'rush', 'beginning', 'get', 'caught', 'minute', 'lover', 'one', 'blame', 'hear', 'violence', 'megaphone', 'chest', 'broadcast', 'boom', 'boom', 'boom', 'boom', 'make', 'em', 'dance', 'broadcast', 'boom', 'boom', 'boom', 'boom', 'make', 'em', 'dance', 'broadcast', 'boom', 'boom', 'boom', 'boom', 'make', 'em', 'dance', 'broadcast', 'boom', 'boom', 'boom', 'boom', 'make', 'em', 'dance', 'broadcast', 'boom', 'boom', 'boom', 'boom', 'make', 'em', 'dance']",well summer slipped us underneath tongue days nights perfumed obsession half wardrobe bedroom floor use eyes throw hands overboard sweetheart psychopathic crush drink movements still get enough overthink p punctuation use fault thing mind rush beginning get caught minute lover one blame hear violence megaphone chest broadcast boom boom boom boom make em dance broadcast boom boom boom boom make em dance broadcast boom boom boom boom make em dance broadcast boom boom boom boom make em dance broadcast boom boom boom boom make em dance thing progresses call come blow friendships sit hell greatest hang us louvre back cares still louvre okay know type sucker let fill mind nothing wrong supernatural move close closer feel coasting rush beginning get caught minute lover one blame hear violence megaphone chest broadcast boom boom boom boom make em dance broadcast boom boom boom boom make em dance broadcast boom boom boom boom make em dance broadcast boom boom boom boom make em dance broadcast boom boom boom boom make em dance,0.05000000000000001,0.5092592592592592,positive,0.664,0.382,0,-9.977,0.047,0.239,0.00749,0.0943,0.126,123.214
Hard Feelings/Loveless,"Go back and tell it Please, could you be tender? And I will sit close to you Let's give it a minute before we admit that we're through Guess this is the winter Our bodies are young and blue I'm at Jungle City, it's late and this song is for you 'Cause I remember the rush, when forever was us Before all of the winds of regret and mistrust Now we sit in your car and our love is a ghost Well, I guess I should go, yeah, I guess I should go Hard feelings These are what they call hard feelings of love When sweet words and fevers All leave us right here in the cold, oh, oh Alone with the hard feelings of love God, I wish I believed ya When you told me this was my home, oh, oh I light all the candles Cut flowers for all my rooms I care for myself the way I used to care about you These days, we kiss and we keep busy The waves come after midnight I call from underwater Why even try to get right? When you've outgrown a lover The whole world knows but you It's time to let go of this endless summer afternoon Hard feelings These are what they call hard feelings of love When sweet words and fevers All leave us right here in the cold, oh, oh Alone with the hard feelings of love God, I wish I believed ya When you told me this was my home, oh, oh Three years, loved you every single day Made me weak, it was real for me, yeah, real for me Now I'll fake it every single day 'Til I don't need fantasy, 'til I feel you leave But I still remember everything How we'd drift buying groceries, how you'd dance for me I'll start letting go of little things 'Til I'm so far away from you, far away from you, yeah ""What is this tape?"" ""This is my favorite tape"" Bet you wanna rip my heart out Bet you wanna skip my calls now Well, guess what? I'd like that 'Cause I'm gonna mess your life up Gonna wanna tape my mouth shut Look out, lovers We're L-O-V-E-L-E-S-S generation L-O-V-E-L-E-S-S generation All fuckin' with our lovers' heads generation Bet you wanna rip my heart out Bet you wanna skip my calls now Well, guess what? I'd like that 'Cause I'm gonna mess your life up Gonna wanna tape my mouth shut Look out, lovers We're L-O-V-E-L-E-S-S generation L-O-V-E-L-E-S-S generation All fuckin' with our lovers' heads generation L-O-V-E-L-E-S-S generation L-O-V-E-L-E-S-S generation L-O-V-E-L-E-S-S generation L-O-V-E-L-E-S-S generation L-O-V-E-L-E-S-S","['go', 'back', 'tell', 'please', 'could', 'tender', 'sit', 'close', 'let', 'give', 'minute', 'admit', 'guess', 'winter', 'bodies', 'young', 'blue', 'jungle', 'city', 'late', 'song', 'cause', 'remember', 'rush', 'forever', 'us', 'winds', 'regret', 'mistrust', 'sit', 'car', 'love', 'ghost', 'well', 'guess', 'go', 'yeah', 'guess', 'go', 'hard', 'feelings', 'call', 'hard', 'feelings', 'love', 'sweet', 'words', 'fevers', 'leave', 'us', 'right', 'cold', 'oh', 'oh', 'alone', 'hard', 'feelings', 'love', 'god', 'wish', 'believed', 'ya', 'told', 'home', 'oh', 'oh', 'light', 'candles', 'cut', 'flowers', 'rooms', 'care', 'way', 'used', 'care', 'days', 'kiss', 'keep', 'busy', 'waves', 'come', 'midnight', 'call', 'underwater', 'even', 'try', 'get', 'right', 'outgrown', 'lover', 'whole', 'world', 'knows', 'time', 'let', 'go', 'endless', 'summer', 'afternoon', 'hard', 'feelings', 'call', 'hard', 'feelings', 'love', 'sweet', 'words', 'fevers', 'leave', 'us', 'right', 'cold', 'oh', 'oh', 'alone', 'hard', 'feelings', 'love', 'god', 'wish', 'believed', 'ya', 'told', 'home', 'oh', 'oh', 'three', 'years', 'loved', 'every', 'single', 'day', 'made', 'weak', 'real', 'yeah', 'real', 'fake', 'every', 'single', 'day', 'til', 'need', 'fantasy', 'til', 'feel', 'leave', 'still', 'remember', 'everything', 'drift', 'buying', 'groceries', 'dance', 'start', 'letting', 'go', 'little', 'things', 'til', 'far', 'away', 'far', 'away', 'yeah', 'tape', 'favorite', 'tape', 'bet', 'wanna', 'rip', 'heart', 'bet', 'wanna', 'skip', 'calls', 'well', 'guess', 'like', 'cause', 'gonna', 'mess', 'life', 'gonna', 'wanna', 'tape', 'mouth', 'shut', 'look', 'lovers', 'l', 'v', 'e', 'l', 'e', 'generation', 'l', 'v', 'e', 'l', 'e', 'generation', 'fuckin', 'lovers', 'heads', 'generation', 'bet', 'wanna', 'rip', 'heart', 'bet', 'wanna', 'skip', 'calls', 'well', 'guess', 'like', 'cause', 'gonna', 'mess', 'life', 'gonna', 'wanna', 'tape', 'mouth', 'shut', 'look', 'lovers', 'l', 'v', 'e', 'l', 'e', 'generation', 'l', 'v', 'e', 'l', 'e', 'generation', 'fuckin', 'lovers', 'heads', 'generation', 'l', 'v', 'e', 'l', 'e', 'generation', 'l', 'v', 'e', 'l', 'e', 'generation', 'l', 'v', 'e', 'l', 'e', 'generation', 'l', 'v', 'e', 'l', 'e', 'generation', 'l', 'v', 'e', 'l', 'e']",go back tell please could tender sit close let give minute admit guess winter bodies young blue jungle city late song cause remember rush forever us winds regret mistrust sit car love ghost well guess go yeah guess go hard feelings call hard feelings love sweet words fevers leave us right cold oh oh alone hard feelings love god wish believed ya told home oh oh light candles cut flowers rooms care way used care days kiss keep busy waves come midnight call underwater even try get right outgrown lover whole world knows time let go endless summer afternoon hard feelings call hard feelings love sweet words fevers leave us right cold oh oh alone hard feelings love god wish believed ya told home oh oh three years loved every single day made weak real yeah real fake every single day til need fantasy til feel leave still remember everything drift buying groceries dance start letting go little things til far away far away yeah tape favorite tape bet wanna rip heart bet wanna skip calls well guess like cause gonna mess life gonna wanna tape mouth shut look lovers l v e l e generation l v e l e generation fuckin lovers heads generation bet wanna rip heart bet wanna skip calls well guess like cause gonna mess life gonna wanna tape mouth shut look lovers l v e l e generation l v e l e generation fuckin lovers heads generation l v e l e generation l v e l e generation l v e l e generation l v e l e generation l v e l e,0.03359962406015036,0.5634398496240602,positive,0.487,0.445,1,-10.959,0.113,0.0328,0.0104,0.0778,0.18,97.031
